105, 1224, IV
105.1, 1229, IV
105.4, 1221, IV
105.4, 1256, IV
105.7, 1260, IV
105.9, 1225, IV
106.2, 1194, IV
106.2, 1210, IV
106.3, 1259, IV
106.4, 1208, IV
106.6, 1235, IV
106.6, 1246, IV
106.7, 1211, IV
106.7, 1233, IV
106.8, 1213, IV
107, 1223, IV
107.2, 1222, IV
107.3, 1232, IV
107.3, 1236, IV
107.4, 1234, IV
107.5, 1249, IV
107.6, 1240, IV
107.6, 1264, IV
107.7, 1231, IV
107.9, 1239, IV
108, 1258, IV
108.1, 1204, IV
108.3, 1196, IV
108.3, 1227, IV
108.7, 1241, IV
108.8, 1237, IV
108.9, 1205, IV
109, 1263, IV
109.3, 1197, IV
110.3, 1195, IV
110.8, 1378, III
111, 1250, IV
111.2, 1430, III
112.1, 1469, III
112.1, 1470, III
112.2, 1423, III
112.3, 1418, III
112.4, 1218, IV
112.4, 1453, III
112.5, 1383, III
112.5, 1414, III
112.6, 1369, III
112.6, 1380, III
112.6, 1451, III
112.6, 1468, III
112.7, 1411, III
112.8, 1463, III
112.9, 1362, III
112.9, 1433, III
113, 1340, III
113, 1367, III
113.4, 1333, III
113.4, 1361, III
113.4, 1435, III
113.4, 1449, III
113.4, 1461, III
113.5, 1355, III
113.5, 1365, III
113.5, 1427, III
113.6, 1310, III
113.6, 1336, III
113.6, 1388, III
113.6, 1395, III
113.7, 1349, III
113.7, 1400, III
113.8, 1370, III
113.8, 1467, III
113.9, 1440, III
114.3, 1323, III
114.3, 1338, III
114.4, 1329, III
114.4, 1350, III
114.5, 1416, III
114.6, 1392, III
114.7, 1353, III
114.8, 1359, III
114.8, 1447, III
114.9, 1314, III
114.9, 1389, III
114.9, 1397, III
115, 1313, III
115, 1409, III
115, 1466, III
115.1, 1373, III
115.1, 1407, III
115.1, 1441, III
115.1, 1464, III
115.2, 1347, III
115.2, 1351, III
115.3, 1384, III
115.3, 1390, III
115.3, 1429, III
115.4, 1328, III
115.4, 1357, III
115.6, 1311, III
115.8, 1375, III
115.9, 1337, III
115.9, 1372, III
115.9, 1394, III
116, 1319, III
116, 1460, III
116.1, 1346, III
116.1, 1377, III
116.1, 1444, III
116.1, 1446, III
116.3, 1371, III
116.4, 1317, III
116.4, 1428, III
116.6, 1309, III
116.6, 1376, III
116.7, 1312, III
116.7, 1448, III
116.8, 1324, III
116.8, 1360, III
116.9, 1113, V
116.9, 1321, III
116.9, 1393, III
117, 1456, III
117.1, 1322, III
117.1, 1378, III
117.1, 1396, III
117.1, 1421, III
117.2, 1334, III
117.3, 1348, III
117.4, 1434, III
117.5, 1325, III
117.5, 1438, III
117.5, 1459, III
117.6, 1354, III
117.6, 1439, III
117.7, 1364, III
117.7, 1458, III
117.8, 1044, V
117.8, 1105, V
117.8, 1385, III
117.8, 1401, III
117.8, 1420, III
118, 1069, V
118, 1415, III
118.1, 1036, V
118.1, 1097, V
118.1, 1398, III
118.2, 1054, V
118.2, 1318, III
118.2, 1425, III
118.2, 1452, III
118.3, 1084, V
118.3, 1086, V
118.3, 1403, III
118.4, 1047, V
118.4, 1067, V
118.4, 1308, III
118.5, 1058, V
118.5, 1080, V
118.5, 1094, V
118.5, 1099, V
118.5, 1104, V
118.5, 1413, III
118.6, 1073, V
118.6, 1077, V
118.6, 1399, III
118.7, 1065, V
118.7, 1090, V
118.7, 1437, III
118.8, 1055, V
118.8, 1091, V
118.8, 1111, V
118.8, 1404, III
118.8, 1465, III
118.9, 1072, V
118.9, 1074, V
118.9, 1320, III
119, 1037, V
119, 1048, V
119, 1052, V
119, 1057, V
119, 1085, V
119, 1356, III
119.1, 1035, V
119.1, 1038, V
119.1, 1040, V
119.1, 1056, V
119.1, 1102, V
119.1, 1106, V
119.1, 1108, V
119.1, 1331, III
119.2, 1071, V
119.2, 1112, V
119.2, 1432, III
119.2, 1443, III
119.3, 1046, V
119.3, 1059, V
119.3, 1060, V
119.3, 1088, V
119.3, 1092, V
119.3, 1093, V
119.3, 1098, V
119.3, 1101, V
119.3, 1110, V
119.3, 1367, III
119.4, 1033, V
119.4, 1076, V
119.4, 1087, V
119.4, 1089, V
119.4, 1450, III
119.5, 1034, V
119.5, 1049, V
119.5, 1096, V
119.5, 1316, III
119.6, 1050, V
119.6, 1053, V
119.6, 1066, V
119.6, 1075, V
119.6, 1079, V
119.6, 1082, V
119.6, 1103, V
119.6, 1315, III
119.7, 1045, V
119.7, 1327, III
119.7, 1333, III
119.7, 1461, III
119.8, 1043, V
119.8, 1064, V
119.8, 1070, V
119.8, 1078, V
119.8, 1095, V
119.8, 1436, III
119.8, 1462, III
119.9, 1039, V
119.9, 1042, V
119.9, 1083, V
120, 1100, V
120, 1349, III
120.1, 1061, V
120.1, 1417, III
120.1, 1445, III
120.2, 1109, V
120.3, 1068, V
120.3, 1345, III
120.3, 1406, III
120.3, 1422, III
120.4, 1041, V
120.4, 1062, V
120.4, 1081, V
120.4, 1107, V
120.4, 1412, III
120.4, 1469, III
120.5, 1402, III
120.6, 1063, V
120.6, 1386, III
120.8, 1424, III
121, 1363, III
121.1, 1051, V
121.1, 1382, III
121.3, 1426, III
121.3, 1466, III
121.4, 1307, III
121.4, 1379, III
121.5, 1351, III
121.9, 1407, III
122, 1435, III
122.1, 1383, III
122.1, 1455, III
122.2, 1431, III
122.4, 1346, III
122.5, 1341, III
122.6, 1343, III
122.7, 1317, III
123.1, 1410, III
123.2, 1113, V
123.4, 1396, III
123.8, 1438, III
124.1, 1044, V
124.1, 1105, V
124.1, 1350, III
124.3, 1069, V
124.4, 1036, V
124.4, 1097, V
124.4, 1408, III
124.5, 1054, V
124.6, 1084, V
124.6, 1086, V
124.6, 1335, III
124.6, 1387, III
124.6, 1405, III
124.7, 1047, V
124.7, 1067, V
124.7, 1380, III
124.8, 1058, V
124.8, 1080, V
124.8, 1094, V
124.8, 1099, V
124.8, 1104, V
124.9, 1073, V
124.9, 1077, V
125, 1065, V
125, 1090, V
125, 1429, III
125.1, 988, VI
125.1, 1055, V
125.1, 1091, V
125.1, 1111, V
125.2, 1072, V
125.2, 1074, V
125.3, 1037, V
125.3, 1048, V
125.3, 1052, V
125.3, 1057, V
125.3, 1085, V
125.4, 1035, V
125.4, 1038, V
125.4, 1040, V
125.4, 1056, V
125.4, 1102, V
125.4, 1106, V
125.4, 1108, V
125.4, 1352, III
125.5, 1071, V
125.5, 1112, V
125.6, 1046, V
125.6, 1059, V
125.6, 1060, V
125.6, 1088, V
125.6, 1092, V
125.6, 1093, V
125.6, 1098, V
125.6, 1101, V
125.6, 1110, V
125.7, 1033, V
125.7, 1076, V
125.7, 1087, V
125.7, 1089, V
125.8, 1034, V
125.8, 1049, V
125.8, 1096, V
125.9, 1050, V
125.9, 1053, V
125.9, 1066, V
125.9, 1075, V
125.9, 1079, V
125.9, 1082, V
125.9, 1103, V
126, 1045, V
126.1, 1043, V
126.1, 1064, V
126.1, 1070, V
126.1, 1078, V
126.1, 1095, V
126.2, 1039, V
126.2, 1042, V
126.2, 1083, V
126.3, 1100, V
126.4, 1061, V
126.5, 1109, V
126.6, 1068, V
126.7, 1041, V
126.7, 1062, V
126.7, 1081, V
126.7, 1107, V
126.8, 1374, III
126.9, 1063, V
127.4, 1051, V
127.8, 1319, III
128.1, 826, VI
129.3, 835, VI
129.5, 788, VI
129.5, 1113, V
129.9, 814, VI
130.4, 1044, V
130.4, 1105, V
130.6, 1069, V
130.7, 1036, V
130.7, 1097, V
130.8, 956, VI
130.8, 1054, V
130.9, 825, VI
130.9, 1084, V
130.9, 1086, V
131, 1047, V
131, 1067, V
131.1, 1058, V
131.1, 1080, V
131.1, 1094, V
131.1, 1099, V
131.1, 1104, V
131.2, 1073, V
131.2, 1077, V
131.3, 1065, V
131.3, 1090, V
131.4, 792, VI
131.4, 914, VI
131.4, 1055, V
131.4, 1091, V
131.4, 1111, V
131.6, 832, VI
131.6, 876, VI
131.6, 1048, V
131.6, 1052, V
131.6, 1057, V
131.6, 1085, V
131.7, 1035, V
131.7, 1038, V
131.7, 1040, V
131.7, 1056, V
131.7, 1108, V
131.8, 1112, V
131.9, 852, VI
131.9, 951, VI
131.9, 1092, V
131.9, 1110, V
132, 820, VI
132, 1033, V
132, 1076, V
132, 1087, V
132.1, 799, VI
132.1, 807, VI
132.1, 1049, V
132.2, 893, VI
132.2, 1079, V
132.2, 1103, V
132.2, 1342, III
132.3, 1096, V
132.4, 1043, V
132.4, 1064, V
132.4, 1078, V
132.4, 1088, V
132.5, 1039, V
132.5, 1442, III
132.7, 862, VI
132.7, 902, VI
132.7, 1061, V
132.9, 1045, V
133, 970, VI
133, 1347, III
133.2, 941, VI
133.7, 793, VI
133.7, 944, VI
133.9, 810, VI
134, 942, VI
134.4, 778, VI
134.6, 811, VI
135, 989, VI
135.1, 877, VI
135.1, 918, VI
135.4, 819, VI
135.5, 980, VI
135.7, 821, VI
135.9, 784, VI
136, 795, VI
136.1, 1360, III
136.5, 940, VI
136.7, 833, VI
136.7, 1315, III
137, 1097, V
137.9, 848, VI
138, 880, VI
138.2, 1466, III
138.5, 766, VI
138.7, 1313, III
138.8, 1358, III
139.3, 798, VI
139.3, 964, VI
139.6, 1405, III
140.2, 836, VI
140.4, 808, VI
140.6, 853, VI
140.9, 951, VI
141.1, 924, VI
141.2, 812, VI
141.2, 878, VI
141.4, 824, VI
141.5, 837, VI
141.7, 896, VI
142.1, 847, VI
142.1, 910, VI
142.5, 926, VI
142.8, 958, VI
142.9, 922, VI
143.1, 768, VI
143.2, 802, VI
143.7, 946, VI
144, 1428, III
144.3, 839, VI
144.4, 1406, III
145.2, 786, VI
145.4, 855, VI
145.9, 917, VI
146.4, 968, VI
147.6, 983, VI
151.4, 906, VI
199.2, 1248, IV
202.3, 1262, IV
202.9, 1233, IV
210.4, 1221, IV
211.2, 1226, IV
221, 1215, IV
244.9, 1229, IV
330.8, 921, VI
542.5, 1345, III
560.5, 1064, V
708, 830, VI
808.8, 845, VI
861.8, 1226, IV
878, 792, VI
